"PIN","Admit.Year","Academic.Interest.1","Academic.Interest.2","Major","Real.Grade.Numeric.Literature and Humanities 1","Real.Grade.Numeric.Literature and Humanities 2","Real.Grade.Numeric.Philosophy and  Political Thought 1","Real.Grade.Numeric.Philosophy and  Political Thought 2","Real.Grade.Numeric.Comparative Social Inquiry","Real.Grade.Numeric.Modern Social Thought","Real.Grade.Numeric.Quantitative Reasoning","Real.Grade.Numeric.Science"
"N374119418209",2018,"Anthropology","Arts & Humanities","ANTHROPOLOGY",5.5,5.5,5,4.5,5,5.5,5.5,5
"N318119421219",2018,"Global Affairs","Philosophy, Politics and Economics","GLOBAL AFFAIRS",3.5,4.5,3,4.5,5,4.5,4,4.75
"N372119423209",2018,"Anthropology","History","ANTHROPOLOGY",5.5,4.5,4.5,4.5,5,5,4,4.75
"N378119412208",2018,"Economics","Global Affairs","ECONOMICS",4,4,3,4,3,4,4,4.5
"N333119401208",2018,"Psychology","Undecided","PSYCHOLOGY",4.5,5,4.5,3.5,4.5,4,2.5,4.75
"N329119418209",2018,"Psychology","Literature","PSYCHOLOGY",4.5,5,5,3.5,5,4.5,4,4.25
"N328119405212",2018,"Philosophy, Politics and Economics","Global Affairs","PHILOSOPHY, POLITICS AND ECONOMICS",4,4.5,4.5,5,4,4.5,3,4
"N314113414263",2018,"Anthropology","Global Affairs","ANTHROPOLOGY",4.5,3.5,3.5,4,5,5,4,4.25
"N341119405208",2018,"Global Affairs","Philosophy, Politics and Economics","GLOBAL AFFAIRS",5.5,5.5,4.5,4.5,5.5,5,4.5,5.25
"N320119408219",2018,"Literature","Literature","LITERATURE",5.5,4.5,4.5,4.5,5,5,4.5,5
"N353119425208",2018,"Urban Studies","Anthropology","URBAN STUDIES",5,4.5,4,5,4.5,5.5,5,5.5
"N322119405209",2018,"Economics","Philosophy, Politics and Economics","ECONOMICS",5.5,5.5,5,5,4.5,5.5,5.5,5
"N375119421207",2018,"Economics","Anthropology","ECONOMICS",4,4,4.5,4.5,4.5,5,5,4.25
"N362119424209",2018,"Arts & Humanities","Psychology","ARTS AND HUMANITIES",5,5.5,5,5,4.5,4.5,4.5,4.75
"N353119424209",2018,"Mathematical, Computational and Statistical Sciences","Philosophy, Politics and Economics","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",5.5,5.5,5,4,4.5,4.5,3,3.75
"N311119412208",2018,"Philosophy, Politics and Economics","Global Affairs","PHILOSOPHY, POLITICS AND ECONOMICS",5,5,4,5.5,5,5.5,6,6
"N382119423208",2018,"Literature","Psychology","LITERATURE",4.5,5,3.5,5,4.5,5.5,4.5,5.25
"N382119421209",2018,"Philosophy, Politics and Economics","Global Affairs","PHILOSOPHY, POLITICS AND ECONOMICS",4,5,4,4,4.5,4,4,4.25
"N330119410208",2018,"Philosophy, Politics and Economics","Physical Sciences","PHILOSOPHY, POLITICS AND ECONOMICS",5,4.5,4,4.5,4,5,5,4.75
"N300118421234",2018,"Urban Studies","Economics","URBAN STUDIES",5,4.5,5,5,4.5,4.5,4.5,5
"N397119412207",2018,"Life Sciences","Physical Sciences","LIFE SCIENCES",4,5,4,4,3,4.5,4.5,4.75
"N347119421208",2018,"Economics","Arts & Humanities","ECONOMICS",5.5,5.5,5,5,4.5,5.5,5,5.5
"N360119401208",2018,"Life Sciences","Mathematical, Computational and Statistical Sciences","LIFE SCIENCES",5,4.5,5.5,4.5,4.5,4.5,4.5,5.25
"N345119424208",2018,"Philosophy, Politics and Economics","Global Affairs","PHILOSOPHY, POLITICS AND ECONOMICS",5,5,4.5,5,4.5,4,4,5
"N308119425208",2018,"Philosophy, Politics and Economics","Global Affairs","PHILOSOPHY, POLITICS AND ECONOMICS",3.5,3.5,2.5,3.5,2.5,3,2.5,4
"N361119402208",2018,"History","Philosophy, Politics and Economics","HISTORY",4,5,4,4.5,4,4.5,4.5,4.75
"N351119401208",2018,"Philosophy, Politics and Economics","Economics","PHILOSOPHY, POLITICS AND ECONOMICS",4.5,4,4,3.5,4,5,4.5,4.25
"N322119418212",2018,"Philosophy, Politics and Economics","Anthropology","PHILOSOPHY, POLITICS AND ECONOMICS",4.5,5,4,5,5,NA,4.5,5.25
"N371119424209",2018,"Psychology","Arts & Humanities","PSYCHOLOGY",5,5.5,5.5,5,4.5,4.5,4,4.5
"N336119423209",2018,"Psychology","Economics","PSYCHOLOGY",4.5,5,5,5,4.5,5,4,5
"N328119423208",2018,"Environmental Studies","Arts & Humanities","ENVIRONMENTAL STUDIES",4.5,5,4.5,5.5,3.5,4,3.5,4.5
"N364119423208",2018,"Arts & Humanities","Philosophy, Politics and Economics","ARTS AND HUMANITIES",5,4,4,4,2.5,3.5,3.5,4.5
"N383119421208",2018,"Global Affairs","Arts & Humanities","GLOBAL AFFAIRS",5,4.5,5,5,5,5,3,4
"N384119421207",2018,"Arts & Humanities","Literature","ARTS AND HUMANITIES",4.5,4.5,3.5,4,3.5,4.5,4,4.75
"N365119421208",2018,"Environmental Studies","Life Sciences","ENVIRONMENTAL STUDIES",5.5,5,2.5,4,4,4.5,5,5.25
"N336119424208",2018,"Philosophy, Politics and Economics","Anthropology","PHILOSOPHY, POLITICS AND ECONOMICS",5,4.5,4.5,5,4.5,5,5,5.25
"N388119412207",2018,"Anthropology","Psychology","ANTHROPOLOGY",5.5,4.5,4.5,5,5,5,3,4.75
"N340119408208",2018,"Philosophy, Politics and Economics","Global Affairs","PHILOSOPHY, POLITICS AND ECONOMICS",4.5,5.5,4.5,5,4,4,4,4.25
"N349119414208",2018,"Physical Sciences","Mathematical, Computational and Statistical Sciences","PHYSICAL SCIENCES",3.5,4.5,4.5,3.5,3.5,4.5,4.5,4.25
"N343119402208",2018,"Philosophy, Politics and Economics","Global Affairs","PHILOSOPHY, POLITICS AND ECONOMICS",5.5,5,4.5,5,4,5.5,4.5,5
"N321119410208",2018,"Mathematical, Computational and Statistical Sciences","Physical Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4.5,4.5,4,5,3.5,4.5,4,5
"N310119413208",2018,"Environmental Studies","Global Affairs","ENVIRONMENTAL STUDIES",4,4.5,4,3.5,4.5,5,4.5,4.5
"N300119414208",2018,"Anthropology","Life Sciences","ANTHROPOLOGY",5.5,4.5,5.5,5.5,4,5,5,5
"N326119425208",2018,"Economics","Life Sciences","ECONOMICS",5,4,4.5,4.5,4.5,3.5,2.5,4.75
"N343119425209",2018,"Psychology","Life Sciences","PSYCHOLOGY",4,4.5,5,4.5,3.5,3.5,3,4.5
"N325119402208",2018,"Philosophy, Politics and Economics","Literature","PHILOSOPHY, POLITICS AND ECONOMICS",4,5.5,4.5,4.5,3.5,4.5,4,5
"N399119405208",2018,"Mathematical, Computational and Statistical Sciences","Undecided","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4.5,4,4,4.5,4.5,5,4.5,4.75
"N372119424208",2018,"Economics","Mathematical, Computational and Statistical Sciences","ECONOMICS",4,4.5,3,3.5,4.5,5.5,4,4
"N342119402209",2018,"Global Affairs","History","GLOBAL AFFAIRS",3,4.5,4,4,3,4,2.5,4.25
"N379119410208",2018,"Mathematical, Computational and Statistical Sciences","Mathematical, Computational and Statistical Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",5,5.5,0,5,5,4.5,5.5,5
"N373119421209",2018,"Mathematical, Computational and Statistical Sciences","Economics","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",5,4,5,4.5,5,4.5,5,5.25
"N352119425209",2018,"Life Sciences","Arts & Humanities","LIFE SCIENCES",5.5,5.5,4.5,5,5,5,5.5,5.25
"N369119412208",2018,"Environmental Studies","Philosophy, Politics and Economics","ENVIRONMENTAL STUDIES",4,4,5.5,4,4.5,4,5,5.25
"N303120413277",2019,"Life Sciences","Physical Sciences","PHYSICAL SCIENCES",4.5,0,4,4.5,5,4,4.5,2.25
"N372120401276",2019,"Global Affairs","Philosophy, Politics and Economics","DDP LAW",5.5,5.5,3.5,0,4,0,3,1.75
"N389120413276",2019,"Global Affairs","Environmental Studies","PHYSICAL SCIENCES",4.5,0,2.5,0,4,4.5,3.5,2.5
"N369120418276",2019,"Global Affairs","Philosophy, Politics and Economics","PHILOSOPHY, POLITICS AND ECONOMICS",4.5,4.5,4.5,4.5,4.5,4,3.5,4.25
"N367120418296",2019,"Arts & Humanities","Philosophy, Politics and Economics","GLOBAL AFFAIRS",4.5,5,5,3.5,4.5,5,4,4
"N399120412276",2019,"Economics","Philosophy, Politics and Economics","ECONOMICS",3.5,4.5,2.5,0,4,4.5,4,2.25
"N317120401277",2019,"Global Affairs","Literature","DDP LAW",5,5,5.5,5,5,0,4,5
"N356120423296",2019,"Literature","Arts & Humanities","PHILOSOPHY, POLITICS AND ECONOMICS",4.5,5.5,4,0,5.5,4.5,4.5,4.5
"N313120412277",2019,"Mathematical, Computational and Statistical Sciences","Undecided","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4,0,5,0,4,4,4.5,5
"N347120424277",2019,"Environmental Studies","Philosophy, Politics and Economics","ENVIRONMENTAL STUDIES",5,5,3.5,0,4,4,2.5,2
"N385120421277",2019,"Economics","Anthropology","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4,4.5,4.5,0,4.5,4.5,4,5.25
"N349120421277",2019,"Global Affairs","Economics","GLOBAL AFFAIRS",4.5,5,5,0,4.5,5,4,2.5
"N302120414277",2019,"Literature","Environmental Studies","ENVIRONMENTAL STUDIES",4.5,0,4,0,4,4.5,5,2.5
"N328120423297",2019,"Life Sciences","Economics","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",5,5.5,4,0,5,4.5,5,5
"N375120421296",2019,"Global Affairs","History","HISTORY",5.5,5.5,5.5,5,5,4.5,5,5.5
"N386120421276",2019,"Environmental Studies","Philosophy, Politics and Economics","ENVIRONMENTAL STUDIES",5,5,4,5,5,4.5,2.5,2.25
"N387120413296",2019,"Literature","Anthropology","URBAN STUDIES",5,5.5,5,5,5,5,4,4.75
"N311120414277",2019,"Philosophy, Politics and Economics","Economics","GLOBAL AFFAIRS",4.5,5,5,0,4,4.5,3,1.75
"N308120425297",2019,"Economics","Mathematical, Computational and Statistical Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4.5,4.5,4.5,4,5,4,3,4.5
"N387120414277",2019,"Mathematical, Computational and Statistical Sciences","Physical Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4,5,5,5,5,5,5,5.5
"N326120401277",2019,"Economics","Mathematical, Computational and Statistical Sciences","PHILOSOPHY, POLITICS AND ECONOMICS",4,5.5,3.5,5.5,4,4,4.5,2.5
"N341117402293",2019,"Life Sciences","Literature","ANTHROPOLOGY",5,0,4.5,0,4.5,5,5,5.25
"N332120410277",2019,"Psychology","Philosophy","PSYCHOLOGY",5,5,5.5,5,4.5,5.5,4.5,2.25
"N372120425296",2019,"Urban Studies","Environmental Studies","URBAN STUDIES",5,0,5.5,0,4.5,4.5,4.5,5.25
"N381120402277",2019,"Mathematical, Computational and Statistical Sciences","Arts & Humanities","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",5,0,4.5,5,4.5,4.5,4.5,2.25
"N353120401277",2019,"Physical Sciences","Arts & Humanities","PHYSICAL SCIENCES",5.5,5.5,4.5,0,5.5,5,5.5,5.25
"N374120423296",2019,"Economics","Life Sciences","ECONOMICS",4.5,0,4,5,4.5,4.5,3,4.25
"N374120425276",2019,"Philosophy, Politics and Economics","Anthropology","URBAN STUDIES",4.5,4.5,5.5,0,5,5,4,2
"N307120401278",2019,"Anthropology","Arts & Humanities","URBAN STUDIES",4.5,5,4.5,0,5,4.5,4.5,5
"N360120405296",2019,"Philosophy, Politics and Economics","Economics","PSYCHOLOGY",5,5.5,4.5,4.5,5,5.5,3.5,4.75
"N300120418278",2019,"Arts & Humanities","Philosophy, Politics and Economics","PHILOSOPHY, POLITICS AND ECONOMICS",5,5,4.5,4.5,4.5,5.5,3.5,2
"N368120414296",2019,"Psychology","Life Sciences","PSYCHOLOGY",5.5,5,4,4.5,4.5,4.5,4.5,5
"N357120421296",2019,"Philosophy, Politics and Economics","Undecided","HISTORY",5,5,5.5,5,4.5,4.5,4,4.5
"N368120421276",2019,"History","Philosophy, Politics and Economics","HISTORY",5,5.5,5.5,5,5,5,4.5,2.5
"N306120401297",2019,"Psychology","Arts & Humanities","ARTS AND HUMANITIES",4,4.5,3.5,4,4.5,4,3,4
"N322120412277",2019,"Global Affairs","Psychology","GLOBAL AFFAIRS",5,0,3,0,4.5,4.5,4,4.25
"N350120410277",2019,"Psychology","Environmental Studies","DDP LAW",4.5,5.5,5.5,0,4.5,0,3,2.25
"N316120405277",2019,"Arts & Humanities","Arts & Humanities","ARTS AND HUMANITIES",5,5,4.5,4.5,5,5,3,3.25
"N369120414277",2019,"Life Sciences","Psychology","PHILOSOPHY, POLITICS AND ECONOMICS",4.5,5.5,4,5,4.5,4.5,5,5
"N396120414277",2019,"Life Sciences","","LIFE SCIENCES",4,5,4.5,0,4.5,5,4.5,4.5
"N394120418296",2019,"Economics","Mathematical, Computational and Statistical Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4,5,5,0,5,4.5,4.5,5
"N378120413296",2019,"Environmental Studies","Anthropology","ENVIRONMENTAL STUDIES",4,5,3.5,0,4.5,4,4.5,4.75
"N329120424277",2019,"Philosophy, Politics and Economics","Anthropology","PHILOSOPHY, POLITICS AND ECONOMICS",5,5,4.5,5,4.5,4.5,4.5,5.25
"N376120418296",2019,"Urban Studies","Environmental Studies","ENVIRONMENTAL STUDIES",4,5,4,0,5,4,4,2.25
"N351120408277",2019,"Life Sciences","Global Affairs","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4,4.5,4.5,5.5,4.5,5,5.5,4.5
"N365120424277",2019,"Philosophy, Politics and Economics","Global Affairs","PHILOSOPHY, POLITICS AND ECONOMICS",4.5,5.5,5,5.5,5,5,3.5,2.75
"N364120425277",2019,"Arts & Humanities","Anthropology","ARTS AND HUMANITIES",5.5,0,3.5,5,3.5,4.5,2.5,2
"N331120408297",2019,"Philosophy, Politics and Economics","Economics","PHILOSOPHY, POLITICS AND ECONOMICS",5,0,3.5,0,4.5,4,3,5
"N324120401297",2019,"Philosophy, Politics and Economics","Global Affairs","HISTORY",4,0,4.5,0,4.5,4.5,4.5,2.5
"N381120425296",2019,"Arts & Humanities","Literature","DDP LAW",5.5,5.5,5,5.5,5.5,0,4.5,2
"N314120410277",2019,"Life Sciences","Global Affairs","PHILOSOPHY, POLITICS AND ECONOMICS",4.5,5,4,5,4,4.5,2.5,2.75
"N303120408213",2019,"Environmental Studies","Urban Studies","ANTHROPOLOGY",4.5,5.5,4,0,5,4,4,2.25
"N305120408278",2019,"Philosophy, Politics and Economics","Arts & Humanities","PSYCHOLOGY",4.5,5.5,4.5,4.5,4,4,4,4
"N307120402297",2019,"Environmental Studies","Mathematical, Computational and Statistical Sciences","PHYSICAL SCIENCES",4,0,4,0,2.5,4.5,3.5,2.25
"N319120425277",2019,"Global Affairs","Economics","PHILOSOPHY, POLITICS AND ECONOMICS",3.5,4.5,4,0,4.5,4,3,1.75
"N339120423277",2019,"Philosophy, Politics and Economics","Arts & Humanities","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4,5,5,5,4,5,4,2.5
"N395120421276",2019,"Philosophy, Politics and Economics","Philosophy","DDP LAW",4.5,5,4.5,0,4.5,0,4,4.75
"N327120424297",2019,"Anthropology","Undecided","ANTHROPOLOGY",5.5,0,5,5.5,5,4.5,4.5,5
"N389120412277",2019,"Psychology","Philosophy, Politics and Economics","HISTORY",4,4.5,4,4.5,4.5,4.5,2.5,4.75
"N321120413277",2019,"Philosophy, Politics and Economics","Global Affairs","GLOBAL AFFAIRS",4.5,5,4,0,4,4.5,4,2.5
"N369120413296",2019,"Philosophy, Politics and Economics","Global Affairs","GLOBAL AFFAIRS",5,0,4,0,4,5,3,2.5
"N373120402276",2019,"Arts & Humanities","Literature","GLOBAL AFFAIRS",5.5,5,3,0,5,4.5,4,2
"N334120405277",2019,"Physical Sciences","Life Sciences","LIFE SCIENCES",4.5,5,5,0,5,5,4.5,5.5
"N359120418277",2019,"Life Sciences","Psychology","PSYCHOLOGY",4.5,0,4,5,4,4.5,4,5
"N303120410297",2019,"Life Sciences","Physical Sciences","PHYSICAL SCIENCES",5,5.5,5,5,5.5,4.5,5,2
"N318120402277",2019,"Global Affairs","Philosophy, Politics and Economics","GLOBAL AFFAIRS",5,5,4.5,4.5,4.5,4.5,4.5,2
"N388120412296",2019,"Physical Sciences","Psychology","ANTHROPOLOGY",4,0,5.5,0,5,4.5,4.5,4.5
"N315120401297",2019,"Environmental Studies","Global Affairs","ENVIRONMENTAL STUDIES",5,5,3.5,0,5,4.5,4,5
"N352120405277",2019,"History","Philosophy, Politics and Economics","LITERATURE",5,5,3.5,0,5.5,4,3,2
"N321120410297",2019,"Mathematical, Computational and Statistical Sciences","Physical Sciences","ENVIRONMENTAL STUDIES",5,5,4.5,0,5,4.5,5.5,5
"N301120418277",2019,"Psychology","Economics","URBAN STUDIES",5,0,4.5,5,3.5,5,2.5,1.75
"N310120414278",2019,"Philosophy, Politics and Economics","History","PHILOSOPHY",4,0,6,4.5,4.5,4.5,3.5,2.25
"N332120405297",2019,"Philosophy, Politics and Economics","Environmental Studies","DDP LAW",5.5,0,4.5,0,5,0,3.5,5.25
"N333120401297",2019,"Economics","Economics","ECONOMICS",4,4.5,4.5,5,4,5.5,4,2.25
"N358120421277",2019,"Philosophy, Politics and Economics","Psychology","PHILOSOPHY",5,4.5,5,4.5,5,4.5,5.5,5.25
"N380120405276",2019,"Philosophy, Politics and Economics","Arts & Humanities","HISTORY",5.5,5.5,4.5,5,5,5.5,3.5,5.25
"N302120412297",2019,"Philosophy, Politics and Economics","Urban Studies","GLOBAL AFFAIRS",3.5,5,4,0,4,4.5,3,2
"N335118418249",2019,"Global Affairs","Philosophy, Politics and Economics","ENVIRONMENTAL STUDIES",4.5,5,4.5,4.5,5,4.5,5,2.25
"N374121423210",2019,"Life Sciences","Psychology","LIFE SCIENCES",4,5,4,4.5,5,4,4,2
"N378120418276",2019,"Philosophy, Politics and Economics","Psychology","ENVIRONMENTAL STUDIES",4.5,4.5,4,0,4.5,4.5,4.5,4.75
"N380119410203",2019,"Urban Studies","Economics","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4.5,5.5,5.5,6,5,5,5.5,2.5
"N373120425277",2019,"Psychology","Urban Studies","LIFE SCIENCES",5.5,5.5,4.5,5,5.5,4,3,2.25
"N353120402296",2019,"Philosophy, Politics and Economics","Literature","HISTORY",5,5.5,4.5,0,5,5,4.5,4.75
"N310120413297",2019,"Mathematical, Computational and Statistical Sciences","Philosophy, Politics and Economics","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4.5,0,4.5,0,4.5,4.5,4.5,4.75
"N361120401296",2019,"Life Sciences","Physical Sciences","ENVIRONMENTAL STUDIES",5,5,5.5,5.5,5.5,5,5.5,5.5
"N349120418296",2019,"Economics","Global Affairs","ECONOMICS",5,5.5,5.5,5.5,5,4.5,4,2
"N379120412296",2019,"Urban Studies","History","URBAN STUDIES",4.5,5,4,0,5,4,4.5,5.25
"N371120402296",2019,"Anthropology","Arts & Humanities","ANTHROPOLOGY",5.5,5.5,5,5.5,5,4.5,4.5,4.5
"N317120425297",2019,"Anthropology","Psychology","PHYSICAL SCIENCES",5,4.5,4.5,5,5,4,4.5,4.5
"N392120424277",2019,"Philosophy, Politics and Economics","Undecided","PHILOSOPHY, POLITICS AND ECONOMICS",4.5,5,4.5,4.5,5,4.5,4,2
"N362120401277",2019,"Philosophy, Politics and Economics","Arts & Humanities","GLOBAL AFFAIRS",4.5,5.5,4.5,0,5.5,4.5,3,5
"N315120405278",2019,"Undecided","Philosophy, Politics and Economics","ECONOMICS",4,5.5,4,0,4.5,4.5,4.5,4.75
"N305120405297",2019,"Philosophy, Politics and Economics","Economics","ECONOMICS",4,4,3,3.5,4.5,3.5,3,3.25
"N313120408297",2019,"Mathematical, Computational and Statistical Sciences","Urban Studies","URBAN STUDIES",5.5,5.5,5.5,5.5,5,5.5,4.5,5.5
"N391120402276",2019,"History","Anthropology","ARTS AND HUMANITIES",4.5,5.5,4.5,4.5,4.5,4.5,3,3.75
"N372120402277",2019,"Mathematical, Computational and Statistical Sciences","Mathematical, Computational and Statistical Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",5,0,5,5,5.5,5.5,4.5,2.25
"N399120410277",2019,"Urban Studies","Philosophy, Politics and Economics","ANTHROPOLOGY",5,5,5,5,4.5,5.5,3,2.5
"N361120405277",2019,"Mathematical, Computational and Statistical Sciences","Physical Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4.5,5,3.5,4.5,3.5,3.5,4,5
"N309120425278",2019,"Mathematical, Computational and Statistical Sciences","Economics","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",5,5,5,5,5.5,5.5,5,2.5
"N394120423276",2019,"Arts & Humanities","Philosophy, Politics and Economics","LITERATURE",4.5,5,3,0,4,4.5,2.5,3.75
"N304120412277",2019,"Environmental Studies","Psychology","GLOBAL AFFAIRS",5.5,5,4,0,4,5,3.5,2
"N363114413299",2019,"Mathematical, Computational and Statistical Sciences","Physical Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",5,5,5.5,0,5,4.5,5.5,5.25
"N334120402297",2019,"Environmental Studies","Undecided","ENVIRONMENTAL STUDIES",4.5,4,4,0,5,4,4.5,2.5
"N300120414297",2019,"Philosophy, Politics and Economics","Global Affairs","DDP LAW",4.5,5.5,5.5,5,5,0,4,2
"N327120402277",2019,"Anthropology","Philosophy, Politics and Economics","ARTS AND HUMANITIES",5.5,5.5,5,5.5,5.5,5.5,4.5,2.25
"N362120402296",2019,"Philosophy, Politics and Economics","Economics","GLOBAL AFFAIRS",4.5,5,4.5,4.5,5,5,4.5,2
"N392120425276",2019,"Philosophy, Politics and Economics","Economics","PHILOSOPHY, POLITICS AND ECONOMICS",4,5,4,0,4.5,5,4,5
"N305120410277",2019,"Psychology","Environmental Studies","ENVIRONMENTAL STUDIES",4.5,0,5,0,5,4.5,3,5.25
"N395120414296",2019,"Philosophy, Politics and Economics","History","PSYCHOLOGY",5,5,4.5,5,5,5.5,3.5,2.5
"N393120421296",2019,"Anthropology","Global Affairs","ANTHROPOLOGY",5,5,5.5,5,5.5,4.5,3,5.25
"N391120425277",2019,"Psychology","Undecided","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",5,5,4,4.5,5.5,4,4.5,2.25
"N370120405277",2019,"Psychology","Anthropology","PSYCHOLOGY",4.5,5,4.5,0,4.5,4.5,4,5.5
"N397120413277",2019,"Anthropology","Psychology","URBAN STUDIES",4.5,5,4,0,4.5,4,4.5,5.25
"N382120424296",2019,"Psychology","Arts & Humanities","ANTHROPOLOGY",5,5,4.5,4.5,4,5,3.5,2.5
"N316120402297",2019,"History","Philosophy, Politics and Economics","PHILOSOPHY, POLITICS AND ECONOMICS",5,5,4,6,4.5,5,4,2
"N392120413260",2019,"Anthropology","Environmental Studies","ENVIRONMENTAL STUDIES",4,5,4.5,0,5,4.5,4.5,2.5
"N320120412297",2019,"History","Life Sciences","PHILOSOPHY, POLITICS AND ECONOMICS",4.5,5.5,5,0,4.5,5,3.5,5.25
"N300120421277",2019,"Economics","Psychology","PSYCHOLOGY",4.5,5.5,4.5,5,4.5,5,5,4
"N323120410277",2019,"Psychology","Life Sciences","PSYCHOLOGY",4.5,5,5,5,4.5,5,5,5.5
"N352120401296",2019,"Arts & Humanities","Anthropology","GLOBAL AFFAIRS",4.5,5.5,4.5,0,5,4.5,4,4.25
"N375120424276",2019,"Environmental Studies","Anthropology","ENVIRONMENTAL STUDIES",5,5,5,0,5,4.5,4.5,5
"N323118412206",2019,"Philosophy, Politics and Economics","Anthropology","GLOBAL AFFAIRS",5,5,5.5,0,5,5,4.5,5
"N397121412210",2019,"Arts & Humanities","Psychology","URBAN STUDIES",3.5,5,4.5,0,4.5,4.5,4.5,2.5
"N384120421296",2019,"Life Sciences","Arts & Humanities","LIFE SCIENCES",3.5,4.5,4.5,0,4.5,4,4,4.25
"N391120424296",2019,"Economics","Anthropology","LITERATURE",5.5,5,5,0,5,5,3.5,1.75
"N388120414276",2019,"Anthropology","Literature","LITERATURE",5,5.5,5,0,5,4.5,3,2
"N336120402277",2019,"Philosophy, Politics and Economics","Psychology","PSYCHOLOGY",4.5,5.5,5,5,4,4.5,4.5,5
"N374120424277",2019,"Arts & Humanities","Undecided","URBAN STUDIES",4.5,4,4.5,5,4.5,4,3.5,4.5
"N363120402277",2019,"Philosophy, Politics and Economics","Global Affairs","URBAN STUDIES",4,5.5,5.5,5.5,4.5,4.5,5,2.25
"N375121421210",2019,"Life Sciences","Philosophy, Politics and Economics","URBAN STUDIES",4,5,4,0,4.5,4.5,3,2
"N347120423296",2019,"Philosophy, Politics and Economics","Philosophy","ANTHROPOLOGY",4,5,4,0,5,4.5,4.5,5
"N338120421297",2019,"Philosophy, Politics and Economics","Anthropology","ECONOMICS",5.5,5,4.5,0,5,4.5,2.5,2
"N310120418277",2019,"Global Affairs","Environmental Studies","ENVIRONMENTAL STUDIES",4,5.5,4.5,0,4.5,4.5,4.5,5.5
"N388120413277",2019,"Philosophy, Politics and Economics","Global Affairs","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4,5,4,5,5,4.5,3,5
"N376120421277",2019,"Economics","Philosophy, Politics and Economics","PHILOSOPHY, POLITICS AND ECONOMICS",4,0,4.5,5,4.5,5,4.5,2.5
"N314120408278",2019,"Urban Studies","Arts & Humanities","ANTHROPOLOGY",4.5,5,4,0,4.5,5,4,4
"N336120424297",2019,"Physical Sciences","Physical Sciences","LIFE SCIENCES",5,5,4.5,5.5,5.5,4.5,5,5
"N311120413278",2019,"Anthropology","Life Sciences","ANTHROPOLOGY",5.5,5,6,5.5,5,5,3,5.25
"N377120418277",2019,"Philosophy, Politics and Economics","Global Affairs","ANTHROPOLOGY",5.5,5.5,4.5,4,4.5,5,3.5,2
"N346120425277",2019,"Psychology","Arts & Humanities","PSYCHOLOGY",4.5,5.5,4,0,4,4,4.5,4.25
"N313120410278",2019,"History","Global Affairs","GLOBAL AFFAIRS",5,5,5,5,5,5.5,4.5,4.5
"N348120423277",2019,"Physical Sciences","Mathematical, Computational and Statistical Sciences","PHYSICAL SCIENCES",5,5,4.5,0,5,5,4.5,2.25
"N360120408277",2019,"Arts & Humanities","Philosophy, Politics and Economics","ENVIRONMENTAL STUDIES",4.5,5,5,4.5,5,4.5,4,4.25
"N324120408277",2019,"Philosophy, Politics and Economics","Economics","ECONOMICS",5,5,4.5,5,5.5,5,5.5,5.25
"N309120424297",2019,"Anthropology","Undecided","PHILOSOPHY",5,0,5.5,0,5.5,5,5,5
"N387120418276",2019,"Literature","History","LITERATURE",4.5,5.5,5,4.5,5,4.5,3.5,2
"N306120405278",2019,"History","Philosophy, Politics and Economics","URBAN STUDIES",5,5,3.5,5,5,5,4,2
"N390120425296",2019,"Economics","Mathematical, Computational and Statistical Sciences","MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",4.5,0,4,0,5,4,5.5,4.25
"N302120413278",2019,"Psychology","","PSYCHOLOGY",4.5,0,4,0,4.5,5.5,4.5,4.75
"N384120424276",2019,"Economics","Psychology","DDP LAW",4,5.5,5,5,5.5,0,4.5,5.75
